runNumber;runTime_seconds;tests;failures;totalRunTime_seconds
1;6.542;6;6;67.418246
2;6.726;6;6;67.8763239
3;6.967;6;6;71.0777398
4;6.615;6;6;70.4381923
5;6.593;6;6;69.9472213
6;6.698;6;6;70.4725358
7;6.877;6;6;72.2832787
8;6.604;6;6;69.5283636
9;6.695;6;6;71.2395149
10;6.626;6;6;70.2661919
11;6.841;6;6;70.9769137
12;6.586;6;6;71.2951878
13;6.801;6;6;70.9603531
14;6.735;6;6;69.9954338
15;6.597;6;6;71.7044482
